ex	transcript_id	E	stop_cod	gr_50bp	TE	transcript_id_te	source	pAread	atlas_exp	gene_name	db_xref.nmd	max_TPM.nmd	sample_count.nmd	db_xref.ate	sample_count.ate	max_TPM.ate	I1	I2
chr8_28732914_28733034_+	CHS.53074.13	chr8_28731350_28737519_+	28732947	TRUE	28735082	NA	atlas	0	0.0023	EXTL3	NA	6	45	NA	NA	NA	chr8_28731350_28732914_+	chr8_28733034_28737519_+
chr8_28732914_28733034_+	CHS.53074.13	chr8_28731350_28737519_+	28732947	TRUE	28735087	NA	pAread	15	0	EXTL3	NA	6	45	NA	NA	NA	chr8_28731350_28732914_+	chr8_28733034_28737519_+
chr8_30545164_30545220_+	CHS.53126.9	chr8_30544624_30547292_+	30545175	FALSE	30545616	NA	atlas,pAread	1315	0.2751	RBPMS	RefSeq:XM_017012988.3	41	982	NA	NA	NA	chr8_30544624_30545164_+	chr8_30545220_30547292_+
chr8_30545164_30545220_+	CHS.53126.9	chr8_30544624_30547292_+	30545175	FALSE	30545853	NA	atlas	0	0.0388	RBPMS	RefSeq:XM_017012988.3	41	982	NA	NA	NA	chr8_30544624_30545164_+	chr8_30545220_30547292_+
chr8_30545164_30545220_+	CHS.53126.9	chr8_30544624_30547292_+	30545175	FALSE	30545953	NA	atlas,pAread	123	0.0132	RBPMS	RefSeq:XM_017012988.3	41	982	NA	NA	NA	chr8_30544624_30545164_+	chr8_30545220_30547292_+
chr8_30545164_30545220_+	CHS.53126.9	chr8_30544624_30547292_+	30545175	FALSE	30546255	NA	atlas,pAread	557	0.0652	RBPMS	RefSeq:XM_017012988.3	41	982	NA	NA	NA	chr8_30544624_30545164_+	chr8_30545220_30547292_+
chr8_39681201_39681366_+	CHS.53256.7	chr8_39680226_39692600_+	39681278	TRUE	39684272	NA	pAread	17	0	ADAM18	NA	2.6	22	NA	NA	NA	chr8_39680226_39681201_+	chr8_39681366_39692600_+
chr8_53978523_53978697_-	CHS.53418.5	chr8_53970463_53979025_-	53978665	TRUE	53971009	NA	pAread	37	0	TCEA1	RefSeq:NR_109901.2,GENCODE:ENST00000521086.6	66	1193	NA	NA	NA	chr8_53970463_53978523_-	chr8_53978697_53979025_-
chr8_53978523_53978697_-	CHS.53418.5	chr8_53970463_53979025_-	53978665	TRUE	53971014	NA	atlas	0	0.0046	TCEA1	RefSeq:NR_109901.2,GENCODE:ENST00000521086.6	66	1193	NA	NA	NA	chr8_53970463_53978523_-	chr8_53978697_53979025_-
chr8_56303938_56304084_-	CHS.53466.11	chr8_56301573_56305597_-	56303964	FALSE	56301585	NA	pAread	200	0	SDR16C5	NA	2.3	1	NA	NA	NA	chr8_56301573_56303938_-	chr8_56304084_56305597_-
chr8_56303938_56304084_-	CHS.53466.11	chr8_56301573_56305597_-	56303964	FALSE	56303378	NA	pAread	11	0	SDR16C5	NA	2.3	1	NA	NA	NA	chr8_56301573_56303938_-	chr8_56304084_56305597_-
chr8_56303938_56304084_-	CHS.53466.6	chr8_56301573_56305597_-	56303964	FALSE	56301585	NA	pAread	200	0	SDR16C5	RefSeq:NM_001318049.2,GENCODE:ENST00000522671.1	78	1417	NA	NA	NA	chr8_56301573_56303938_-	chr8_56304084_56305597_-
chr8_56303938_56304084_-	CHS.53466.6	chr8_56301573_56305597_-	56303964	FALSE	56303378	NA	pAread	11	0	SDR16C5	RefSeq:NM_001318049.2,GENCODE:ENST00000522671.1	78	1417	NA	NA	NA	chr8_56301573_56303938_-	chr8_56304084_56305597_-
chr8_58434858_58434948_+	CHS.53500.6	chr8_58434504_58439633_+	58434915	FALSE	58435088	CHS.53500.5	atlas,pAread,TE	1614	0.7784	UBXN2B	RefSeq:NR_156456.1,GENCODE:ENST00000523409.5	23	7867	RefSeq:NM_001330535.2	9118	8	chr8_58434504_58434858_+	chr8_58434948_58439633_+
chr8_58434858_58434948_+	CHS.53500.6	chr8_58434504_58439633_+	58434915	FALSE	58436039	NA	pAread	91	0	UBXN2B	RefSeq:NR_156456.1,GENCODE:ENST00000523409.5	23	7867	NA	NA	NA	chr8_58434504_58434858_+	chr8_58434948_58439633_+
chr8_58434858_58434948_+	CHS.53500.6	chr8_58434504_58439633_+	58434915	FALSE	58436897	NA	pAread	433	0	UBXN2B	RefSeq:NR_156456.1,GENCODE:ENST00000523409.5	23	7867	NA	NA	NA	chr8_58434504_58434858_+	chr8_58434948_58439633_+
chr8_63017066_63017183_-	CHS.53564.12	chr8_63015453_63017493_-	63017149	TRUE	63016817	NA	atlas,pAread	22	0.0013	GGH	GENCODE:ENST00000679326.1	6	40	NA	NA	NA	chr8_63015453_63017066_-	chr8_63017183_63017493_-
chr8_66662537_66662644_-	CHS.53626.4	chr8_66651544_66664249_-	66662610	TRUE	66659201	NA	pAread	15	0	VCPIP1	NA	2.3	43	NA	NA	NA	chr8_66651544_66662537_-	chr8_66662644_66664249_-
chr8_67047685_67047859_-	CHS.53637.17	chr8_67045960_67051230_-	67047845	TRUE	67045954	NA	atlas	0	0.0101	COPS5	NA	13	2111	NA	NA	NA	chr8_67045960_67047685_-	chr8_67047859_67051230_-
chr8_67047685_67047859_-	CHS.53637.20	chr8_67045960_67051230_-	67047845	TRUE	67045954	NA	atlas	0	0.0101	COPS5	NA	14	1276	NA	NA	NA	chr8_67045960_67047685_-	chr8_67047859_67051230_-
chr8_69642224_69642398_+	CHS.53655.29	chr8_69640841_69658505_+	69642296	TRUE	69643574	NA	atlas	0	0.0417	SULF1	RefSeq:NR_132437.1,GENCODE:ENST00000521946.5	5	45	NA	NA	NA	chr8_69640841_69642224_+	chr8_69642398_69658505_+
chr8_69642224_69642398_+	CHS.53655.29	chr8_69640841_69658505_+	69642296	TRUE	69643577	NA	pAread	349	0	SULF1	RefSeq:NR_132437.1,GENCODE:ENST00000521946.5	5	45	NA	NA	NA	chr8_69640841_69642224_+	chr8_69642398_69658505_+
chr8_69642224_69642398_+	CHS.53655.29	chr8_69640841_69658505_+	69642296	TRUE	69644784	NA	pAread	27	0	SULF1	RefSeq:NR_132437.1,GENCODE:ENST00000521946.5	5	45	NA	NA	NA	chr8_69640841_69642224_+	chr8_69642398_69658505_+
chr8_69642224_69642398_+	CHS.53655.29	chr8_69640841_69658505_+	69642296	TRUE	69652957	NA	pAread	48	0	SULF1	RefSeq:NR_132437.1,GENCODE:ENST00000521946.5	5	45	NA	NA	NA	chr8_69640841_69642224_+	chr8_69642398_69658505_+
chr8_69642224_69642398_+	CHS.53655.29	chr8_69640841_69658505_+	69642296	TRUE	69655027	NA	atlas	0	4e-04	SULF1	RefSeq:NR_132437.1,GENCODE:ENST00000521946.5	5	45	NA	NA	NA	chr8_69640841_69642224_+	chr8_69642398_69658505_+
chr10_4845778_4845896_+	CHS.5370.23	chr10_4842504_4847148_+	4845819	TRUE	4846404	NA	atlas	0	0.0072	AKR1E2	RefSeq:XR_001747221.2	2.9	2	NA	NA	NA	chr10_4842504_4845778_+	chr10_4845896_4847148_+
chr10_4845778_4845896_+	CHS.5370.23	chr10_4842504_4847148_+	4845819	TRUE	4847113	NA	atlas,pAread	359	0.3798	AKR1E2	RefSeq:XR_001747221.2	2.9	2	NA	NA	NA	chr10_4842504_4845778_+	chr10_4845896_4847148_+
chr8_73795791_73795914_-	CHS.53705.3	chr8_73794115_73805651_-	73795889	TRUE	73794160	NA	atlas,pAread	70	0.0145	UBE2W	RefSeq:NR_073119.3,GENCODE:ENST00000519255.2	2.3	1516	NA	NA	NA	chr8_73794115_73795791_-	chr8_73795914_73805651_-
chr8_73795791_73795914_-	CHS.53705.3	chr8_73794115_73805651_-	73795889	TRUE	73794278	NA	atlas	0	7e-04	UBE2W	RefSeq:NR_073119.3,GENCODE:ENST00000519255.2	2.3	1516	NA	NA	NA	chr8_73794115_73795791_-	chr8_73795914_73805651_-
chr8_73796607_73796690_-	CHS.53705.4	chr8_73794115_73805651_-	73796674	TRUE	73794160	NA	atlas,pAread	70	0.0145	UBE2W	RefSeq:NR_073120.3,GENCODE:ENST00000519277.5	2.2	663	NA	NA	NA	chr8_73794115_73796607_-	chr8_73796690_73805651_-
chr8_73796607_73796690_-	CHS.53705.4	chr8_73794115_73805651_-	73796674	TRUE	73794278	NA	atlas	0	7e-04	UBE2W	RefSeq:NR_073120.3,GENCODE:ENST00000519277.5	2.2	663	NA	NA	NA	chr8_73794115_73796607_-	chr8_73796690_73805651_-
chr8_91206693_91206831_+	CHS.53929.11	chr8_91200792_91218890_+	91206812	FALSE	91207014	NA	atlas	0	0.0057	LRRC69	RefSeq:NR_148895.2,GENCODE:ENST00000520099.5	1.8	7	NA	NA	NA	chr8_91200792_91206693_+	chr8_91206831_91218890_+
chr8_91206693_91206831_+	CHS.53929.11	chr8_91200792_91218890_+	91206812	FALSE	91209475	NA	atlas	0	0.0011	LRRC69	RefSeq:NR_148895.2,GENCODE:ENST00000520099.5	1.8	7	NA	NA	NA	chr8_91200792_91206693_+	chr8_91206831_91218890_+
chr8_93727131_93727244_+	CHS.53951.6	chr8_93726513_93728205_+	93727169	TRUE	93728180	NA	atlas	0	0.8055	CIBAR1	RefSeq:NR_104267.2,GENCODE:ENST00000452913.6	26	1566	NA	NA	NA	chr8_93726513_93727131_+	chr8_93727244_93728205_+
chr8_93727131_93727244_+	CHS.53951.6	chr8_93726513_93728205_+	93727169	TRUE	93728195	NA	atlas	0	0.3286	CIBAR1	RefSeq:NR_104267.2,GENCODE:ENST00000452913.6	26	1566	NA	NA	NA	chr8_93726513_93727131_+	chr8_93727244_93728205_+
chr8_95044477_95044595_+	CHS.53983.48	chr8_95041626_95045545_+	95044557	FALSE	95044595	NA	pAread	194	0	NDUFAF6	RefSeq:NR_148911.2	2.1	60	NA	NA	NA	chr8_95041626_95044477_+	chr8_95044595_95045545_+
chr8_94932070_94932107_-	CHS.53984.6	chr8_94930728_94939860_-	94932086	FALSE	94931226	NA	pAread	20	0	TP53INP1	RefSeq:NM_001135733.2,GENCODE:ENST00000448464.6	273	8659	NA	NA	NA	chr8_94930728_94932070_-	chr8_94932107_94939860_-
chr8_98594861_98595750_-	CHS.54038.21	chr8_98579789_98596032_-	98595667	TRUE	98584078	NA	atlas	0	0.0035	STK3	NA	1.9	1	NA	NA	NA	chr8_98579789_98594861_-	chr8_98595750_98596032_-
chr8_98594861_98595750_-	CHS.54038.21	chr8_98579789_98596032_-	98595667	TRUE	98592154	NA	atlas	0	0.0044	STK3	NA	1.9	1	NA	NA	NA	chr8_98579789_98594861_-	chr8_98595750_98596032_-
chr8_98594861_98595750_-	CHS.54038.21	chr8_98579789_98596032_-	98595667	TRUE	98594689	NA	pAread	52	0	STK3	NA	1.9	1	NA	NA	NA	chr8_98579789_98594861_-	chr8_98595750_98596032_-
chr8_98594861_98595750_-	CHS.54038.21	chr8_98579789_98596032_-	98595667	TRUE	98595293	NA	pAread	84	0	STK3	NA	1.9	1	NA	NA	NA	chr8_98579789_98594861_-	chr8_98595750_98596032_-
chr8_103951201_103951405_+	CHS.54159.97	chr8_103942926_103961065_+	103951334	TRUE	103960507	NA	atlas	0	0.0048	RIMS2	RefSeq:NR_145710.2	NA	NA	NA	NA	NA	chr8_103942926_103951201_+	chr8_103951405_103961065_+
chr8_125040604_125042013_-	CHS.54415.12	chr8_125039898_125043825_-	125042008	TRUE	125040957	NA	atlas	0	7e-04	WASHC5	NA	5	10	NA	NA	NA	chr8_125039898_125040604_-	chr8_125042013_125043825_-
chr8_125156000_125156098_+	CHS.54416.31	chr8_125151277_125182103_+	125156047	TRUE	125156754	NA	atlas	0	0.0054	NSMCE2	RefSeq:NR_146192.2	2.8	15	NA	NA	NA	chr8_125151277_125156000_+	chr8_125156098_125182103_+
chr8_125156000_125156098_+	CHS.54416.31	chr8_125151277_125182103_+	125156047	TRUE	125156763	NA	pAread	37	0	NSMCE2	RefSeq:NR_146192.2	2.8	15	NA	NA	NA	chr8_125151277_125156000_+	chr8_125156098_125182103_+
chr8_125156000_125156098_+	CHS.54416.31	chr8_125151277_125182103_+	125156047	TRUE	125164645	NA	atlas	0	0.0013	NSMCE2	RefSeq:NR_146192.2	2.8	15	NA	NA	NA	chr8_125151277_125156000_+	chr8_125156098_125182103_+
chr8_125156000_125156098_+	CHS.54416.35	chr8_125151277_125182103_+	125156047	TRUE	125156754	NA	atlas	0	0.0054	NSMCE2	RefSeq:NR_146191.2	7	1441	NA	NA	NA	chr8_125151277_125156000_+	chr8_125156098_125182103_+
chr8_125156000_125156098_+	CHS.54416.35	chr8_125151277_125182103_+	125156047	TRUE	125156763	NA	pAread	37	0	NSMCE2	RefSeq:NR_146191.2	7	1441	NA	NA	NA	chr8_125151277_125156000_+	chr8_125156098_125182103_+
chr8_125156000_125156098_+	CHS.54416.35	chr8_125151277_125182103_+	125156047	TRUE	125164645	NA	atlas	0	0.0013	NSMCE2	RefSeq:NR_146191.2	7	1441	NA	NA	NA	chr8_125151277_125156000_+	chr8_125156098_125182103_+
chr8_134564987_134565152_-	CHS.54568.16	chr8_134532972_134565333_-	134565132	TRUE	134561524	NA	atlas	0	0.0223	ZFAT	RefSeq:NR_110323.2,GENCODE:ENST00000523243.5	29	1016	NA	NA	NA	chr8_134532972_134564987_-	chr8_134565152_134565333_-
chr8_139806133_139806205_-	CHS.54599.27	chr8_139732202_139885879_-	139806135	FALSE	139740538	NA	pAread	35	0	TRAPPC9	RefSeq:NR_164662.1	3.7	50	NA	NA	NA	chr8_139732202_139806133_-	chr8_139806205_139885879_-
chr8_139806133_139806205_-	CHS.54599.27	chr8_139732202_139885879_-	139806135	FALSE	139778548	NA	pAread	13	0	TRAPPC9	RefSeq:NR_164662.1	3.7	50	NA	NA	NA	chr8_139732202_139806133_-	chr8_139806205_139885879_-
chr8_139806133_139806205_-	CHS.54599.27	chr8_139732202_139885879_-	139806135	FALSE	139778724	NA	atlas,pAread	19	0.0255	TRAPPC9	RefSeq:NR_164662.1	3.7	50	NA	NA	NA	chr8_139732202_139806133_-	chr8_139806205_139885879_-
chr8_139806133_139806205_-	CHS.54599.27	chr8_139732202_139885879_-	139806135	FALSE	139785290	NA	atlas	0	0.0011	TRAPPC9	RefSeq:NR_164662.1	3.7	50	NA	NA	NA	chr8_139732202_139806133_-	chr8_139806205_139885879_-
chr8_139806133_139806205_-	CHS.54599.27	chr8_139732202_139885879_-	139806135	FALSE	139790164	NA	pAread	18	0	TRAPPC9	RefSeq:NR_164662.1	3.7	50	NA	NA	NA	chr8_139732202_139806133_-	chr8_139806205_139885879_-
chr8_139806133_139806205_-	CHS.54599.27	chr8_139732202_139885879_-	139806135	FALSE	139803644	NA	pAread	35	0	TRAPPC9	RefSeq:NR_164662.1	3.7	50	NA	NA	NA	chr8_139732202_139806133_-	chr8_139806205_139885879_-
chr8_142728961_142729490_+	CHS.54672.1	chr8_142727859_142735326_+	142729218	TRUE	142729206	NA	atlas,pAread	3757	1.047	THEM6	RefSeq:NR_156431.2	20	1976	NA	NA	NA	chr8_142727859_142728961_+	chr8_142729490_142735326_+
chr8_142728961_142729490_+	CHS.54672.1	chr8_142727859_142735326_+	142729218	TRUE	142729284	NA	atlas,pAread	206	0.0242	THEM6	RefSeq:NR_156431.2	20	1976	NA	NA	NA	chr8_142727859_142728961_+	chr8_142729490_142735326_+
chr8_142728961_142729490_+	CHS.54672.1	chr8_142727859_142735326_+	142729218	TRUE	142731372	NA	atlas,pAread	1206	0.0572	THEM6	RefSeq:NR_156431.2	20	1976	NA	NA	NA	chr8_142727859_142728961_+	chr8_142729490_142735326_+
chr8_142728961_142729490_+	CHS.54672.1	chr8_142727859_142735326_+	142729218	TRUE	142731427	NA	pAread	11	0	THEM6	RefSeq:NR_156431.2	20	1976	NA	NA	NA	chr8_142727859_142728961_+	chr8_142729490_142735326_+
chr8_142728961_142729490_+	CHS.54672.1	chr8_142727859_142735326_+	142729218	TRUE	142733404	NA	atlas	0	0.0093	THEM6	RefSeq:NR_156431.2	20	1976	NA	NA	NA	chr8_142727859_142728961_+	chr8_142729490_142735326_+
chr10_7806974_7807010_+	CHS.5471.2	chr10_7802854_7807659_+	7806980	FALSE	7806978	NA	atlas,pAread	331	1.3194	ATP5F1C	RefSeq:NM_001001973.3,GENCODE:ENST00000356708.12	632	9787	NA	NA	NA	chr10_7802854_7806974_+	chr10_7807010_7807659_+
chr10_7806974_7807010_+	CHS.5471.4	chr10_7802854_7807659_+	7806980	FALSE	7806978	NA	atlas,pAread	331	1.3194	ATP5F1C	RefSeq:NM_001320886.2,GENCODE:ENST00000493053.5	62	9285	NA	NA	NA	chr10_7802854_7806974_+	chr10_7807010_7807659_+
chr8_144041984_144042095_+	CHS.54751.6	chr8_144041371_144046627_+	144042016	TRUE	144042133	NA	atlas	0	0.0193	SPATC1	RefSeq:XR_928328.2	16	485	NA	NA	NA	chr8_144041371_144041984_+	chr8_144042095_144046627_+
chr1_16450125_16450241_+	CHS.549.4	chr1_16449201_16451838_+	16450220	FALSE	16450238	NA	atlas	0	0.0033	NECAP2	GENCODE:ENST00000459640.5	120	3832	NA	NA	NA	chr1_16449201_16450125_+	chr1_16450241_16451838_+
chr9_151305_151427_-	CHS.54940.16	chr9_146158_152034_-	151415	TRUE	150097	NA	pAread	53	0	CBWD1	RefSeq:NR_174360.1	12	1643	NA	NA	NA	chr9_146158_151305_-	chr9_151427_152034_-
chr9_151305_151427_-	CHS.54940.67	chr9_146158_152034_-	151415	TRUE	150097	NA	pAread	53	0	CBWD1	RefSeq:NR_174358.1	6	649	NA	NA	NA	chr9_146158_151305_-	chr9_151427_152034_-
chr9_736352_736557_+	CHS.54948.63	chr9_734835_738285_+	736381	TRUE	736544	NA	atlas	0	0.0063	KANK1	RefSeq:NR_148869.2	7	49	NA	NA	NA	chr9_734835_736352_+	chr9_736557_738285_+
chr9_1055722_1055799_+	CHS.54959.19	chr9_1053824_1056216_+	1055774	FALSE	1055799	NA	pAread	19	0	DMRT2	RefSeq:NM_001387557.1	3.7	158	NA	NA	NA	chr9_1053824_1055722_+	chr9_1055799_1056216_+
chr9_1055722_1055799_+	CHS.54959.19	chr9_1053824_1056216_+	1055774	FALSE	1055866	CHS.54959.20	TE	0	0	DMRT2	RefSeq:NM_001387557.1	3.7	158	RefSeq:NM_001370531.1	88	2.9	chr9_1053824_1055722_+	chr9_1055799_1056216_+
chr9_1055722_1055799_+	CHS.54959.19	chr9_1053824_1056216_+	1055774	FALSE	1055873	NA	pAread	93	0	DMRT2	RefSeq:NM_001387557.1	3.7	158	NA	NA	NA	chr9_1053824_1055722_+	chr9_1055799_1056216_+
chr9_1055722_1055799_+	CHS.54959.4	chr9_1053824_1056216_+	1055774	FALSE	1055799	NA	pAread	19	0	DMRT2	RefSeq:NM_001370533.1	7	291	NA	NA	NA	chr9_1053824_1055722_+	chr9_1055799_1056216_+
chr9_1055722_1055799_+	CHS.54959.4	chr9_1053824_1056216_+	1055774	FALSE	1055866	CHS.54959.20	TE	0	0	DMRT2	RefSeq:NM_001370533.1	7	291	RefSeq:NM_001370531.1	88	2.9	chr9_1053824_1055722_+	chr9_1055799_1056216_+
chr9_1055722_1055799_+	CHS.54959.4	chr9_1053824_1056216_+	1055774	FALSE	1055873	NA	pAread	93	0	DMRT2	RefSeq:NM_001370533.1	7	291	NA	NA	NA	chr9_1053824_1055722_+	chr9_1055799_1056216_+
chr9_1055722_1055799_+	CHS.54959.8	chr9_1053824_1056216_+	1055774	FALSE	1055799	NA	pAread	19	0	DMRT2	RefSeq:NM_001130865.3,GENCODE:ENST00000382255.7	2.5	433	NA	NA	NA	chr9_1053824_1055722_+	chr9_1055799_1056216_+
chr9_1055722_1055799_+	CHS.54959.8	chr9_1053824_1056216_+	1055774	FALSE	1055866	CHS.54959.20	TE	0	0	DMRT2	RefSeq:NM_001130865.3,GENCODE:ENST00000382255.7	2.5	433	RefSeq:NM_001370531.1	88	2.9	chr9_1053824_1055722_+	chr9_1055799_1056216_+
chr9_1055722_1055799_+	CHS.54959.8	chr9_1053824_1056216_+	1055774	FALSE	1055873	NA	pAread	93	0	DMRT2	RefSeq:NM_001130865.3,GENCODE:ENST00000382255.7	2.5	433	NA	NA	NA	chr9_1053824_1055722_+	chr9_1055799_1056216_+
chr9_6465744_6465846_+	CHS.55042.19	chr9_6460791_6475391_+	6465765	TRUE	6466573	NA	atlas	0	0.0011	UHRF2	NA	21	1109	NA	NA	NA	chr9_6460791_6465744_+	chr9_6465846_6475391_+
chr9_6465744_6465846_+	CHS.55042.19	chr9_6460791_6475391_+	6465765	TRUE	6474245	NA	atlas	0	0.031	UHRF2	NA	21	1109	NA	NA	NA	chr9_6460791_6465744_+	chr9_6465846_6475391_+
chr9_14622541_14622691_-	CHS.55100.36	chr9_14619682_14639896_-	14622650	TRUE	14620421	NA	pAread	117	0	ZDHHC21	RefSeq:NR_148716.2	9	381	NA	NA	NA	chr9_14619682_14622541_-	chr9_14622691_14639896_-
chr9_14622541_14622691_-	CHS.55100.38	chr9_14619682_14639896_-	14622650	TRUE	14620421	NA	pAread	117	0	ZDHHC21	RefSeq:NR_148714.2	11	300	NA	NA	NA	chr9_14619682_14622541_-	chr9_14622691_14639896_-
chr9_14622541_14622691_-	CHS.55100.41	chr9_14619682_14639896_-	14622650	TRUE	14620421	NA	pAread	117	0	ZDHHC21	RefSeq:NR_148717.2	7	49	NA	NA	NA	chr9_14619682_14622541_-	chr9_14622691_14639896_-
chr9_14622541_14622691_-	CHS.55100.43	chr9_14619682_14639896_-	14622650	TRUE	14620421	NA	pAread	117	0	ZDHHC21	RefSeq:NR_148718.2	9	128	NA	NA	NA	chr9_14619682_14622541_-	chr9_14622691_14639896_-
chr9_14622541_14622691_-	CHS.55100.44	chr9_14619682_14639896_-	14622650	TRUE	14620421	NA	pAread	117	0	ZDHHC21	RefSeq:NR_148715.2	4.4	21	NA	NA	NA	chr9_14619682_14622541_-	chr9_14622691_14639896_-
chr9_14622541_14622691_-	CHS.55100.5	chr9_14619682_14639896_-	14622650	TRUE	14620421	NA	pAread	117	0	ZDHHC21	NA	10	818	NA	NA	NA	chr9_14619682_14622541_-	chr9_14622691_14639896_-
chr9_21970237_21970503_-	CHS.55208.14	chr9_21969793_21970902_-	21970406	TRUE	21969856	NA	atlas	0	0.0019	CDKN2A	NA	1.5	3	NA	NA	NA	chr9_21969793_21970237_-	chr9_21970503_21970902_-
chr9_21968575_21968771_-	CHS.55208.6	chr9_21968242_21970902_-	21968725	TRUE	21968249	CHS.55208.14	TE	0	0	CDKN2A	RefSeq:NM_001195132.2,GENCODE:ENST00000498124.1	7	59	NA	3	1.5	chr9_21968242_21968575_-	chr9_21968771_21970902_-
chr9_26869926_26869977_-	CHS.55249.2	chr9_26861139_26884810_-	26869929	FALSE	26868752	NA	atlas,pAread	51	0.012	CAAP1	NA	10	1866	NA	NA	NA	chr9_26861139_26869926_-	chr9_26869977_26884810_-
chr9_26869926_26869977_-	CHS.55249.2	chr9_26861139_26884810_-	26869929	FALSE	26869228	NA	pAread	36	0	CAAP1	NA	10	1866	NA	NA	NA	chr9_26861139_26869926_-	chr9_26869977_26884810_-
chr9_26869926_26869977_-	CHS.55249.2	chr9_26861139_26884810_-	26869929	FALSE	26869791	NA	atlas	0	0.0105	CAAP1	NA	10	1866	NA	NA	NA	chr9_26861139_26869926_-	chr9_26869977_26884810_-
chr9_32980066_32980460_-	CHS.55307.58	chr9_32974561_32984631_-	32980373	TRUE	32976496	NA	atlas,pAread	158	0.039	APTX	NA	2.9	7	NA	NA	NA	chr9_32974561_32980066_-	chr9_32980460_32984631_-
chr9_35682524_35683241_-	CHS.55407.15	chr9_35682163_35684246_-	35683159	TRUE	35682908	CHS.55407.19	atlas,pAread,TE	223630	174.6377	TPM2	NA	1902	1059	RefSeq:NM_003289.4,GENCODE:ENST00000645482.3	9757	16482	chr9_35682163_35682524_-	chr9_35683241_35684246_-
chr9_35682524_35683241_-	CHS.55407.15	chr9_35682163_35684246_-	35683159	TRUE	35682969	NA	atlas	0	0.0011	TPM2	NA	1902	1059	NA	NA	NA	chr9_35682163_35682524_-	chr9_35683241_35684246_-
chr9_36160469_36160603_+	CHS.55431.4	chr9_36150949_36162362_+	36160473	TRUE	36160492	NA	atlas	0	0.0895	GLIPR2	RefSeq:NR_104639.2	NA	NA	NA	NA	NA	chr9_36150949_36160469_+	chr9_36160603_36162362_+
chr10_12994956_12995078_-	CHS.5547.10	chr10_12898679_12998338_-	12994968	FALSE	12910596	NA	pAread	109	0	CCDC3	NA	23	811	NA	NA	NA	chr10_12898679_12994956_-	chr10_12995078_12998338_-
chr10_12994956_12995078_-	CHS.5547.10	chr10_12898679_12998338_-	12994968	FALSE	12926910	NA	atlas,pAread	25	0.0067	CCDC3	NA	23	811	NA	NA	NA	chr10_12898679_12994956_-	chr10_12995078_12998338_-
chr10_12994956_12995078_-	CHS.5547.10	chr10_12898679_12998338_-	12994968	FALSE	12927834	NA	atlas	0	0.005	CCDC3	NA	23	811	NA	NA	NA	chr10_12898679_12994956_-	chr10_12995078_12998338_-
chr10_12994956_12995078_-	CHS.5547.10	chr10_12898679_12998338_-	12994968	FALSE	12928231	NA	atlas,pAread	22	0.0065	CCDC3	NA	23	811	NA	NA	NA	chr10_12898679_12994956_-	chr10_12995078_12998338_-
chr10_12994956_12995078_-	CHS.5547.10	chr10_12898679_12998338_-	12994968	FALSE	12933092	NA	atlas	0	0.0051	CCDC3	NA	23	811	NA	NA	NA	chr10_12898679_12994956_-	chr10_12995078_12998338_-
chr10_12994956_12995078_-	CHS.5547.10	chr10_12898679_12998338_-	12994968	FALSE	12948393	NA	atlas	0	0.0097	CCDC3	NA	23	811	NA	NA	NA	chr10_12898679_12994956_-	chr10_12995078_12998338_-
chr10_12994956_12995078_-	CHS.5547.10	chr10_12898679_12998338_-	12994968	FALSE	12948730	NA	pAread	14	0	CCDC3	NA	23	811	NA	NA	NA	chr10_12898679_12994956_-	chr10_12995078_12998338_-
chr10_12994956_12995078_-	CHS.5547.10	chr10_12898679_12998338_-	12994968	FALSE	12973857	NA	atlas	0	0.085	CCDC3	NA	23	811	NA	NA	NA	chr10_12898679_12994956_-	chr10_12995078_12998338_-
chr10_12994956_12995078_-	CHS.5547.10	chr10_12898679_12998338_-	12994968	FALSE	12987550	NA	atlas	0	0.0062	CCDC3	NA	23	811	NA	NA	NA	chr10_12898679_12994956_-	chr10_12995078_12998338_-
chr10_12994956_12995078_-	CHS.5547.10	chr10_12898679_12998338_-	12994968	FALSE	12990831	NA	atlas	0	0.0044	CCDC3	NA	23	811	NA	NA	NA	chr10_12898679_12994956_-	chr10_12995078_12998338_-
chr10_13446485_13446541_-	CHS.5558.43	chr10_13441750_13447266_-	13446531	FALSE	13442718	NA	pAread	13	0	BEND7	RefSeq:NM_001370075.2	3.1	17	NA	NA	NA	chr10_13441750_13446485_-	chr10_13446541_13447266_-
chr10_13446485_13446541_-	CHS.5558.43	chr10_13441750_13447266_-	13446531	FALSE	13442909	NA	atlas	0	0.0068	BEND7	RefSeq:NM_001370075.2	3.1	17	NA	NA	NA	chr10_13441750_13446485_-	chr10_13446541_13447266_-
chr10_13446485_13446541_-	CHS.5558.43	chr10_13441750_13447266_-	13446531	FALSE	13443145	NA	atlas	0	0.0033	BEND7	RefSeq:NM_001370075.2	3.1	17	NA	NA	NA	chr10_13441750_13446485_-	chr10_13446541_13447266_-
chr10_13446485_13446541_-	CHS.5558.43	chr10_13441750_13447266_-	13446531	FALSE	13445291	NA	atlas,pAread	240	0.1029	BEND7	RefSeq:NM_001370075.2	3.1	17	NA	NA	NA	chr10_13441750_13446485_-	chr10_13446541_13447266_-
